src_ip,dst_ip,src_port,dst_port,protocol,tos,packets,bytes,flows,start_time,end_time
192.168.1.94,10.0.0.230,39436,53,UDP,0,183,164700,3,1719840379,1719840382.6339
192.168.1.223,10.0.0.116,47162,443,TCP,16,695,667200,1,1719840645,1719840653.2878
192.168.1.39,198.51.100.44,9439,123,TCP,64,563,414931,3,1719839235,1719839241.3029
192.168.1.202,10.0.0.181,26728,80,TCP,0,116,8584,3,1719836185,1719836188.3786
192.168.1.92,10.0.0.8,23727,443,TCP,64,487,316063,1,1719840196,1719840197.5464
192.168.1.203,10.0.0.16,15823,123,UDP,64,979,685300,2,1719840633,1719840636.2884
192.168.1.212,8.8.8.6,9542,80,TCP,32,90,38700,3,1719836237,1719836241.2067
192.168.1.81,10.0.0.223,7614,123,TCP,64,502,409130,3,1719841572,1719841575.2124
192.168.1.50,10.0.0.102,21282,80,ICMP,64,307,51883,1,1719840571,1719840579.3173
192.168.1.231,198.51.100.40,48046,3107,TCP,0,730,103660,3,1719841766,1719841766.8707
192.168.1.190,10.0.0.62,27367,53,ICMP,64,683,214462,1,1719840520,1719840521.0562
192.168.1.167,192.168.1.10,32441,443,TCP,64,366,117120,1,1719841252,1719841257.9706
192.168.1.127,192.168.1.20,61583,80,TCP,16,32,31776,3,1719836030,1719836038.6202
192.168.1.51,10.0.0.226,5127,443,TCP,16,534,132966,1,1719839191,1719839193.2505
192.168.1.180,192.168.1.246,10279,52983,UDP,16,979,954525,2,1719841751,1719841759.7789
192.168.1.160,10.0.0.101,18909,123,TCP,64,50,19450,1,1719840375,1719840378.0102
192.168.1.240,10.0.0.222,18534,80,TCP,16,63,15057,2,1719837003,1719837007.5814
192.168.1.232,10.0.0.144,23396,53,TCP,0,83,81091,1,1719841558,1719841562.8471
192.168.1.236,10.0.0.51,18727,53,UDP,64,95,78565,1,1719841071,1719841080.7914
192.168.1.173,10.0.0.101,48178,443,UDP,0,389,70020,1,1719838003,1719838011.6388
192.168.1.238,10.0.0.85,5791,123,TCP,0,316,130508,1,1719835507,1719835512.7667
192.168.1.74,10.0.0.50,53511,53,TCP,64,698,676362,3,1719837979,1719837982.598
192.168.1.6,10.0.0.166,55418,53,TCP,16,76,56088,3,1719837826,1719837832.5719
192.168.1.40,10.0.0.181,20492,53,TCP,16,170,130220,1,1719836552,1719836558.2043
192.168.1.98,10.0.0.41,23217,443,TCP,32,356,265932,1,1719841878,1719841883.391
192.168.1.170,192.168.1.177,23654,123,UDP,0,732,167628,2,1719839110,1719839111.0803
192.168.1.76,192.168.1.106,11704,53,TCP,0,886,466036,1,1719841826,1719841828.9681
192.168.1.122,198.51.100.42,1674,53,TCP,64,665,216790,3,1719842292,1719842295.7239
192.168.1.97,10.0.0.107,5645,13850,TCP,16,541,432259,2,1719840481,1719840483.9653
192.168.1.57,10.0.0.155,26619,123,UDP,64,629,246568,1,1719838683,1719838689.6327
192.168.1.27,198.51.100.3,7288,53,TCP,16,972,319788,1,1719836952,1719836960.6182
192.168.1.33,192.168.1.99,20805,123,UDP,64,197,72299,2,1719839549,1719839557.9728
192.168.1.19,192.168.1.201,4632,123,TCP,32,707,277144,3,1719841104,1719841107.3831
192.168.1.57,10.0.0.144,47938,3048,UDP,64,78,9594,2,1719840526,1719840534.4151
192.168.1.244,10.0.0.251,19091,443,TCP,0,179,66946,3,1719837457,1719837463.0622
192.168.1.230,8.8.8.2,62762,15555,TCP,16,842,156612,3,1719840811,1719840818.8835
192.168.1.230,192.168.1.160,2366,80,UDP,16,544,496128,1,1719840669,1719840677.4926
192.168.1.120,198.51.100.20,2633,53,TCP,16,922,892496,2,1719837908,1719837912.3775
192.168.1.154,10.0.0.120,58474,22667,UDP,16,845,768950,3,1719841061,1719841068.2352
192.168.1.45,10.0.0.158,55142,123,TCP,64,313,308618,3,1719838248,1719838257.2366
192.168.1.122,192.168.1.86,29007,80,UDP,64,627,105336,1,1719839554,1719839561.9063
192.168.1.178,192.168.1.71,30363,53,UDP,32,573,526587,2,1719841192,1719841196.4192
192.168.1.44,192.168.1.186,21989,443,TCP,64,447,286527,1,1719837937,1719837945.4817
192.168.1.53,10.0.0.206,61285,443,TCP,32,180,14580,3,1719835537,1719835545.0438
192.168.1.69,192.168.1.52,35037,443,TCP,16,354,218064,3,1719836843,1719836849.3374
192.168.1.176,198.51.100.48,7761,123,TCP,32,599,194076,1,1719839019,1719839020.7699
192.168.1.117,192.168.1.5,26834,80,UDP,16,549,123525,3,1719835754,1719835758.2989
192.168.1.83,192.168.1.189,53224,123,TCP,0,740,98420,3,1719842373,1719842376.7517
192.168.1.253,198.51.100.9,39654,53,TCP,64,402,218286,1,1719839871,1719839879.4729
192.168.1.171,8.8.8.9,14169,5251,UDP,64,259,134939,2,1719839754,1719839760.2438
192.168.1.207,10.0.0.86,49085,5684,UDP,16,712,363120,1,1719841725,1719841734.4398
192.168.1.253,10.0.0.181,31561,443,UDP,64,171,145692,2,1719840991,1719840997.28
192.168.1.106,8.8.8.8,31871,443,TCP,16,878,249352,3,1719835277,1719835279.8649
192.168.1.188,192.168.1.159,58713,53,TCP,16,777,720279,1,1719842377,1719842380.7668
192.168.1.21,192.168.1.49,45854,53,ICMP,0,181,53395,1,1719836571,1719836577.54
192.168.1.157,192.168.1.66,3279,443,UDP,64,436,366676,2,1719837973,1719837977.9636
192.168.1.170,10.0.0.114,63140,53,UDP,16,167,124415,1,1719837256,1719837258.8356
192.168.1.32,192.168.1.149,7375,443,TCP,64,533,44239,3,1719840596,1719840603.7488
192.168.1.160,10.0.0.187,58832,80,TCP,0,560,431200,2,1719839513,1719839516.7308
192.168.1.38,192.168.1.59,62754,443,TCP,16,745,175820,3,1719836127,1719836132.7297
192.168.1.205,192.168.1.252,36772,32918,TCP,0,623,38003,3,1719842260,1719842268.3726
192.168.1.133,10.0.0.229,11342,53,TCP,0,521,263626,3,1719841855,1719841862.5028
192.168.1.199,192.168.1.26,52239,443,TCP,16,273,202839,2,1719837111,1719837120.1629
192.168.1.227,10.0.0.118,64590,80,TCP,64,430,420970,1,1719835439,1719835447.8702
192.168.1.118,8.8.8.3,7021,443,TCP,64,264,83688,2,1719839632,1719839637.8017
192.168.1.209,10.0.0.174,15124,80,TCP,64,504,65520,1,1719840468,1719840471.0801
192.168.1.32,192.168.1.236,51550,443,TCP,16,480,329760,1,1719838083,1719838083.5967
192.168.1.66,192.168.1.10,18061,38255,TCP,64,329,208586,1,1719841199,1719841206.4241
192.168.1.3,10.0.0.230,57167,80,UDP,0,288,30816,1,1719837801,1719837801.3323
192.168.1.3,10.0.0.24,6902,443,TCP,32,100,56200,3,1719836306,1719836311.7126
192.168.1.191,192.168.1.179,20686,53,UDP,64,862,578402,2,1719840979,1719840988.0449
192.168.1.144,10.0.0.225,43385,80,TCP,16,708,277536,1,1719839421,1719839425.6033
192.168.1.91,10.0.0.22,5854,80,ICMP,64,767,187148,1,1719837991,1719837995.7461
192.168.1.177,192.168.1.145,49592,123,TCP,32,766,729232,1,1719835524,1719835532.1503
192.168.1.11,10.0.0.121,23442,53,ICMP,16,925,778850,3,1719840792,1719840798.2929
192.168.1.101,198.51.100.37,34174,123,UDP,32,394,83528,3,1719837060,1719837063.7614
192.168.1.163,198.51.100.43,10576,443,TCP,32,851,703777,2,1719838595,1719838604.6168
192.168.1.110,198.51.100.39,62757,443,TCP,32,495,403920,2,1719841187,1719841196.8933
192.168.1.234,192.168.1.164,29774,123,TCP,16,203,73283,3,1719838179,1719838183.7144
192.168.1.106,10.0.0.32,11165,80,UDP,16,978,438144,3,1719840353,1719840354.7439
192.168.1.50,10.0.0.66,10965,443,TCP,64,35246,55000000,1,1719840409,1719840456.6664
192.168.1.230,198.51.100.2,47979,123,TCP,32,740,76960,2,1719837419,1719837420.0111
192.168.1.106,10.0.0.48,23809,24811,TCP,16,560,52080,1,1719838417,1719838418.5977
192.168.1.253,10.0.0.144,11348,443,TCP,16,543,344262,3,1719841864,1719841873.9522
192.168.1.137,10.0.0.217,50310,53,TCP,16,472,267624,2,1719836692,1719836694.5907
192.168.1.139,10.0.0.23,60361,3754,UDP,32,561,396066,2,1719841502,1719841511.5834
192.168.1.12,192.168.1.83,27902,123,ICMP,32,929,423624,2,1719841948,1719841951.6785
192.168.1.249,10.0.0.180,4702,443,TCP,16,876,549252,1,1719842365,1719842368.8568
192.168.1.19,192.168.1.188,34072,443,TCP,64,394,126868,1,1719841033,1719841039.5169
192.168.1.52,198.51.100.47,30226,443,TCP,0,994,815080,1,1719838546,1719838553.0214
192.168.1.6,10.0.0.210,50065,30408,UDP,16,59,5782,2,1719837457,1719837458.2847
192.168.1.221,10.0.0.22,4630,53,UDP,16,250,129750,1,1719837359,1719837364.7243
192.168.1.123,192.168.1.168,17630,53,TCP,32,304,152304,3,1719841844,1719841845.5446
192.168.1.221,10.0.0.100,39372,443,TCP,32,604,509172,3,1719836963,1719836967.1038
192.168.1.81,198.51.100.44,61518,123,UDP,16,863,726646,2,1719839959,1719839968.3145
192.168.1.196,198.51.100.19,56440,13047,TCP,32,733,81363,3,1719837319,1719837323.1216
192.168.1.243,10.0.0.55,33324,53,TCP,32,8,6056,2,1719836508,1719836509.2318
192.168.1.99,10.0.0.33,64631,443,TCP,32,604,432464,1,1719841667,1719841669.7062
192.168.1.23,10.0.0.213,37774,123,UDP,64,846,784242,3,1719840169,1719840174.1972
192.168.1.40,192.168.1.224,59370,53,TCP,0,358,166828,3,1719836521,1719836523.5127
192.168.1.176,198.51.100.42,34224,53,TCP,16,920,70840,2,1719841230,1719841233.409
192.168.1.85,192.168.1.63,34948,443,ICMP,0,97,51216,3,1719836534,1719836537.6538
192.168.1.213,192.168.1.54,38358,53,UDP,32,916,110836,2,1719842308,1719842312.1122
192.168.1.253,192.168.1.124,15375,53,TCP,64,537,502632,2,1719842139,1719842141.7446
192.168.1.173,10.0.0.105,44757,53819,UDP,64,986,253402,2,1719837964,1719837972.1133
192.168.1.225,10.0.0.201,33991,123,TCP,0,806,372372,2,1719842079,1719842088.634
192.168.1.95,192.168.1.225,60447,123,UDP,32,11,10714,1,1719841188,1719841194.0329
192.168.1.34,10.0.0.52,65133,53,TCP,64,492,186960,2,1719840025,1719840030.6572
192.168.1.25,10.0.0.41,54022,53,UDP,32,352,233024,3,1719842381,1719842386.8141
192.168.1.145,192.168.1.247,49288,80,ICMP,64,260,215020,1,1719841644,1719841648.3837
192.168.1.42,10.0.0.199,64384,443,UDP,16,177,19824,2,1719838609,1719838611.332
192.168.1.45,10.0.0.33,64023,53,TCP,64,200,149600,2,1719835971,1719835971.3221
192.168.1.136,198.51.100.3,64257,80,TCP,32,118,116112,2,1719839924,1719839926.154
192.168.1.191,192.168.1.49,52412,53,UDP,32,428,343256,1,1719837783,1719837785.2564
192.168.1.164,198.51.100.4,46454,53,TCP,0,690,649980,2,1719836324,1719836326.2696
192.168.1.30,192.168.1.81,10063,80,TCP,64,504,165312,1,1719836508,1719836510.64
192.168.1.132,10.0.0.37,35544,80,TCP,32,999,921078,1,1719838683,1719838690.8156
192.168.1.151,10.0.0.124,53042,80,UDP,64,931,193648,2,1719838133,1719838139.5226
192.168.1.232,8.8.8.8,24792,443,TCP,16,847,171094,1,1719841957,1719841963.4072
192.168.1.131,10.0.0.108,60470,60595,TCP,64,27,19008,2,1719839265,1719839265.4433
192.168.1.68,192.168.1.42,59349,80,TCP,64,111,65379,2,1719838651,1719838653.8299
192.168.1.83,10.0.0.49,38597,123,UDP,64,943,564857,2,1719838024,1719838033.1595
192.168.1.217,10.0.0.100,20782,443,ICMP,16,748,477224,1,1719841835,1719841841.35
192.168.1.163,10.0.0.97,55652,123,TCP,0,269,160055,2,1719839425,1719839425.1154
192.168.1.65,192.168.1.20,34981,20563,TCP,32,728,63336,3,1719837871,1719837878.2522
192.168.1.233,10.0.0.109,26058,16862,TCP,16,149,139613,1,1719835519,1719835523.3893
192.168.1.250,192.168.1.215,12475,80,UDP,32,499,255488,2,1719838688,1719838693.9838
192.168.1.14,192.168.1.114,63995,443,TCP,64,226,25990,2,1719837382,1719837386.833
192.168.1.182,10.0.0.236,25731,42869,TCP,0,349,256515,2,1719841408,1719841412.5527
192.168.1.194,10.0.0.225,51176,49210,TCP,16,318,185076,2,1719838209,1719838217.6864
192.168.1.53,192.168.1.44,16777,53,UDP,0,505,390870,1,1719836861,1719836870.9872
192.168.1.29,10.0.0.152,23213,80,TCP,64,625,593750,2,1719840315,1719840318.1251
192.168.1.167,10.0.0.138,37012,123,TCP,64,794,62726,2,1719838814,1719838820.6402
192.168.1.42,10.0.0.178,26645,443,TCP,0,458,379224,1,1719839283,1719839288.637
192.168.1.109,198.51.100.19,24218,50509,UDP,32,392,105840,2,1719838189,1719838193.4157
192.168.1.237,192.168.1.166,28245,9683,TCP,64,661,163928,3,1719839003,1719839010.234
192.168.1.12,192.168.1.138,50583,80,UDP,16,432,142128,3,1719835776,1719835785.2785
192.168.1.155,192.168.1.37,17697,443,TCP,64,466,273542,3,1719836781,1719836785.3904
192.168.1.181,10.0.0.27,9973,123,TCP,64,783,579420,3,1719840754,1719840754.4931
192.168.1.58,192.168.1.80,32573,80,ICMP,0,151,47263,3,1719838682,1719838687.2616
192.168.1.216,192.168.1.14,2051,53103,TCP,64,36,7812,1,1719837915,1719837923.1505
192.168.1.184,10.0.0.41,15031,443,TCP,32,350,192150,2,1719835913,1719835917.7669
192.168.1.26,198.51.100.3,53797,123,UDP,64,725,711225,2,1719840652,1719840656.4429
192.168.1.147,10.0.0.72,1146,80,TCP,32,53,20299,2,1719837987,1719837996.9573
192.168.1.98,198.51.100.38,55688,53,TCP,0,26,23972,2,1719835474,1719835479.6049
192.168.1.93,192.168.1.156,2423,53,TCP,64,846,547362,2,1719841246,1719841255.0124
192.168.1.87,10.0.0.43,31784,15520,ICMP,64,537,33294,1,1719841053,1719841062.5405
192.168.1.37,10.0.0.43,10982,24801,UDP,16,711,76788,1,1719838073,1719838074.3988
192.168.1.28,192.168.1.195,58406,123,TCP,0,562,257396,3,1719840325,1719840331.913
192.168.1.76,10.0.0.96,60045,123,UDP,32,841,638319,2,1719838417,1719838423.8846
192.168.1.112,10.0.0.206,19190,443,TCP,0,808,329664,1,1719835816,1719835825.4742
192.168.1.39,10.0.0.83,9934,80,TCP,0,581,119686,3,1719835450,1719835456.0293
192.168.1.96,192.168.1.202,20150,80,TCP,64,365,252945,1,1719838193,1719838195.4791
192.168.1.117,192.168.1.156,53105,28544,TCP,16,860,819580,2,1719842205,1719842207.4602
192.168.1.242,192.168.1.40,4287,443,UDP,16,537,174525,2,1719835482,1719835484.1342
192.168.1.54,192.168.1.138,3745,80,TCP,32,201,192759,2,1719837028,1719837031.3469
192.168.1.116,192.168.1.180,65447,42361,TCP,32,937,703687,2,1719838050,1719838057.7281
192.168.1.218,192.168.1.43,56722,80,UDP,32,52,5148,2,1719842378,1719842380.151
192.168.1.114,10.0.0.11,30202,37601,TCP,32,6,1656,3,1719838403,1719838406.3486
192.168.1.218,192.168.1.52,65295,80,TCP,64,524,70740,2,1719840740,1719840741.3553
192.168.1.120,10.0.0.87,8154,443,TCP,64,151,52850,1,1719837294,1719837301.8645
192.168.1.180,192.168.1.110,61113,80,ICMP,0,837,770040,1,1719837950,1719837953.351
192.168.1.37,192.168.1.107,40141,53,TCP,64,495,170280,2,1719841053,1719841054.7951
192.168.1.100,198.51.100.47,45775,123,TCP,0,239,96078,3,1719840825,1719840826.2974
192.168.1.12,192.168.1.101,17623,123,UDP,0,470,334170,2,1719840638,1719840641.3428
192.168.1.204,198.51.100.25,26843,53,UDP,16,370,132090,2,1719835874,1719835879.8063
192.168.1.45,10.0.0.180,7460,53,UDP,0,237,178698,1,1719838156,1719838164.1006
192.168.1.128,10.0.0.60,30251,123,TCP,0,859,104798,2,1719841963,1719841963.5739
192.168.1.185,10.0.0.222,44916,21345,TCP,64,352,52096,1,1719835956,1719835958.5484
192.168.1.72,192.168.1.183,57692,123,TCP,32,706,475844,1,1719840195,1719840201.4153
192.168.1.188,8.8.8.8,9584,443,UDP,16,893,510796,2,1719838349,1719838357.2563
192.168.1.10,192.168.1.58,32316,80,UDP,0,994,558628,1,1719837247,1719837252.922
192.168.1.48,192.168.1.155,64844,23506,TCP,64,93,64635,2,1719837373,1719837381.3708
192.168.1.113,10.0.0.94,30322,123,TCP,32,645,403125,1,1719837460,1719837462.3541
192.168.1.105,192.168.1.32,51180,1848,ICMP,0,511,407267,3,1719840939,1719840941.6949
192.168.1.51,10.0.0.131,24627,123,ICMP,16,884,419016,2,1719839751,1719839754.5132
192.168.1.29,10.0.0.93,33509,38951,TCP,32,350,311850,3,1719842242,1719842242.2548
192.168.1.95,192.168.1.60,41722,443,TCP,0,835,809950,2,1719842013,1719842014.0757
192.168.1.39,192.168.1.109,57602,25632,TCP,16,211,116261,2,1719836363,1719836370.6615
192.168.1.53,192.168.1.130,2030,18852,TCP,0,3,2916,2,1719840943,1719840944.3357
192.168.1.73,10.0.0.251,14851,443,UDP,16,355,266960,2,1719840785,1719840790.0385
192.168.1.225,10.0.0.83,54759,3443,UDP,64,911,668674,3,1719835936,1719835943.1353
192.168.1.177,192.168.1.125,39520,80,TCP,0,583,499631,3,1719837168,1719837173.6422
192.168.1.107,192.168.1.60,41422,80,TCP,0,927,313326,1,1719840340,1719840340.1141
192.168.1.14,10.0.0.92,15472,80,UDP,16,122,60756,1,1719839375,1719839377.759
192.168.1.144,192.168.1.11,41100,123,UDP,0,494,163514,3,1719837780,1719837783.8676
192.168.1.32,198.51.100.9,19488,53,TCP,0,644,584752,3,1719840181,1719840183.0059
192.168.1.8,10.0.0.34,11664,12155,UDP,16,346,40482,1,1719835360,1719835364.8278
192.168.1.52,10.0.0.69,54695,37715,TCP,64,921,278142,2,1719837506,1719837508.8666
192.168.1.61,10.0.0.186,11000,53,TCP,64,830,419150,2,1719837638,1719837642.4971
192.168.1.16,10.0.0.83,63802,443,TCP,64,59,57584,2,1719835501,1719835506.7019
192.168.1.191,192.168.1.85,50360,443,TCP,0,678,372900,3,1719836938,1719836940.4397
192.168.1.55,10.0.0.24,24350,123,UDP,0,165,84315,2,1719839704,1719839713.2069
192.168.1.152,10.0.0.54,1229,123,TCP,32,629,356643,3,1719836315,1719836320.6627
192.168.1.134,10.0.0.212,18470,123,UDP,16,528,221232,1,1719837028,1719837031.8118
192.168.1.249,192.168.1.199,28770,123,TCP,16,524,295536,2,1719837861,1719837864.3915
192.168.1.231,192.168.1.99,34931,123,TCP,0,344,151360,1,1719835528,1719835534.7832
192.168.1.221,10.0.0.129,56315,80,UDP,64,202,71912,2,1719838653,1719838655.6955
192.168.1.42,10.0.0.60,55262,443,UDP,16,682,655402,3,1719835767,1719835770.8114
192.168.1.137,10.0.0.155,47489,53,UDP,0,796,484764,2,1719839263,1719839267.8016
192.168.1.187,8.8.8.4,43049,80,TCP,0,228,44232,3,1719836723,1719836729.6406
192.168.1.162,10.0.0.4,46420,443,TCP,64,775,570400,2,1719836163,1719836168.2195
192.168.1.71,10.0.0.206,18894,123,UDP,0,960,791040,1,1719841352,1719841361.4519
192.168.1.228,198.51.100.37,41855,14783,UDP,32,627,146718,2,1719838624,1719838627.7092
192.168.1.182,10.0.0.134,20086,123,TCP,0,633,474117,1,1719835402,1719835403.4773
192.168.1.45,10.0.0.85,5862,64689,UDP,16,295,262845,2,1719839984,1719839984.9561
192.168.1.60,10.0.0.12,30269,18668,TCP,16,703,556073,2,1719841221,1719841224.0628
192.168.1.182,10.0.0.171,60069,123,UDP,32,12,4368,2,1719839839,1719839846.8845
192.168.1.147,10.0.0.186,5123,3672,UDP,32,954,854784,1,1719835615,1719835616.3524
192.168.1.245,192.168.1.249,31909,53,TCP,32,380,353780,1,1719841382,1719841390.7504
192.168.1.228,198.51.100.9,50299,123,TCP,0,519,57090,2,1719840733,1719840742.7704
192.168.1.95,10.0.0.11,58549,80,UDP,0,462,386232,2,1719840051,1719840060.6606
192.168.1.142,192.168.1.193,8779,53,TCP,64,705,46530,2,1719841906,1719841913.5185
192.168.1.164,198.51.100.12,5570,80,TCP,64,406,312214,2,1719836197,1719836199.8617
192.168.1.200,10.0.0.69,59429,443,TCP,64,63,26775,1,1719840828,1719840833.5364
192.168.1.106,198.51.100.22,6423,37644,TCP,0,199,108256,3,1719841080,1719841084.4244
192.168.1.226,10.0.0.240,21708,53,TCP,32,412,400052,1,1719839950,1719839959.4554
192.168.1.232,10.0.0.109,1916,53,TCP,64,325,147225,2,1719836207,1719836216.6319
192.168.1.13,10.0.0.226,36930,80,UDP,64,348,147900,1,1719841128,1719841133.7635
192.168.1.60,10.0.0.241,21007,123,TCP,32,984,702576,1,1719837344,1719837347.1005
192.168.1.225,192.168.1.118,3728,5905,TCP,32,828,349416,2,1719839348,1719839355.0444
192.168.1.29,198.51.100.32,27054,53,TCP,64,63,3843,1,1719840843,1719840848.7056
192.168.1.213,10.0.0.127,51290,80,UDP,16,243,27216,1,1719839158,1719839161.1583
192.168.1.98,192.168.1.213,59961,53,TCP,16,606,355722,3,1719838873,1719838882.3238
192.168.1.158,10.0.0.145,1957,53,ICMP,0,895,648875,3,1719836766,1719836766.8978
192.168.1.96,10.0.0.10,58945,49912,TCP,16,874,202768,1,1719840993,1719841001.3967
192.168.1.98,198.51.100.2,37000,80,UDP,32,107,28783,3,1719837715,1719837721.3749
192.168.1.47,10.0.0.225,45138,80,UDP,64,559,308009,3,1719837176,1719837185.9617
192.168.1.134,192.168.1.34,13876,44857,UDP,16,8,2072,1,1719841639,1719841644.5948
192.168.1.40,10.0.0.201,7975,123,TCP,64,706,194150,1,1719840640,1719840641.899
192.168.1.105,10.0.0.199,64003,443,UDP,32,795,622485,1,1719836272,1719836274.4231
192.168.1.107,192.168.1.91,51621,5091,TCP,0,597,316410,3,1719839376,1719839376.9763
192.168.1.18,198.51.100.21,16737,123,TCP,32,444,408036,3,1719839103,1719839107.8774
192.168.1.241,192.168.1.18,12329,123,TCP,64,999,410589,1,1719836172,1719836173.1738
192.168.1.180,10.0.0.78,58557,53,TCP,16,339,82377,3,1719838451,1719838452.1981
192.168.1.181,10.0.0.199,26567,53,TCP,32,538,298052,2,1719839913,1719839918.3379
192.168.1.208,10.0.0.188,55048,53,TCP,16,136,38488,2,1719842017,1719842023.6715
192.168.1.241,192.168.1.45,47557,80,TCP,16,597,436407,1,1719840150,1719840151.3848
192.168.1.86,10.0.0.121,16143,19206,TCP,64,325,301275,3,1719839946,1719839948.2905
192.168.1.147,192.168.1.129,42865,443,UDP,32,146,49640,3,1719835841,1719835850.0097
192.168.1.196,10.0.0.56,15180,53,TCP,64,193,93219,1,1719835209,1719835210.077
192.168.1.76,10.0.0.217,64144,60840,UDP,0,369,167526,2,1719838729,1719838738.6812
192.168.1.18,10.0.0.245,33514,443,TCP,0,370,177230,2,1719840541,1719840544.8083
192.168.1.83,10.0.0.11,10476,80,UDP,32,294,151410,3,1719835447,1719835455.1384
192.168.1.230,198.51.100.35,15841,19731,TCP,32,439,273497,1,1719839231,1719839231.3957
192.168.1.69,10.0.0.93,34683,443,TCP,16,1,837,3,1719835794,1719835797.7093
192.168.1.216,192.168.1.211,42852,443,TCP,16,962,569504,1,1719838655,1719838663.5803
192.168.1.102,192.168.1.158,6082,53535,TCP,32,10,2540,1,1719840791,1719840799.2422
192.168.1.230,10.0.0.210,31594,53,TCP,16,634,280862,3,1719841780,1719841780.1158
192.168.1.28,10.0.0.173,61801,123,TCP,32,992,93248,3,1719839137,1719839138.1443
192.168.1.192,10.0.0.145,59096,39673,UDP,32,815,526490,1,1719837876,1719837882.5823
192.168.1.183,192.168.1.16,23079,123,UDP,32,998,492014,1,1719839139,1719839148.6486
192.168.1.14,10.0.0.179,63407,123,TCP,64,10,7030,3,1719841868,1719841871.239
192.168.1.17,10.0.0.204,54873,123,UDP,64,4,2328,1,1719841442,1719841444.8474
192.168.1.21,10.0.0.95,16994,63865,UDP,16,588,361620,2,1719835229,1719835231.6788
192.168.1.101,10.0.0.23,2155,80,TCP,0,621,424143,1,1719841449,1719841455.2257
192.168.1.132,10.0.0.14,59861,53,TCP,64,232,86768,3,1719841499,1719841508.3005
192.168.1.110,192.168.1.9,61190,80,ICMP,16,780,131820,3,1719837640,1719837640.6635
